Rank,Name,Platform,Year,Genre,Publisher
9872,Fit in Six,WII,2011,SPORTS,Ubisoft
8238,Lost in Blue 3,DS,2007,ADVENTURE,Konami Digital Entertainment
1104,NBA Ballers,PS2,2004,SPORTS,Midway Games
10603,Jade Cocoon 2,PS2,2001,ROLEPLAYING,Ubisoft
133,Pokémon Crystal Version,GB,2000,ROLEPLAYING,Nintendo
7004,Let's Make a Soccer Team!,PS2,2006,SPORTS,Sega
9723,The King of Fighters '98 Ultimate Match,PS2,2008,FIGHTING,Ignition Entertainment
6180,MLB 07: The Show,PSP,2007,SPORTS,Sony Computer Entertainment
4426,Transformers: Fall of Cybertron,X360,2012,ACTION,Activision
4195,Dead or Alive 4,X360,2005,FIGHTING,Tecmo Koei
4928,Age of Empires III,PC,2005,STRATEGY,Microsoft Game Studios
6334,Medarot 3: Kabuto / Kuwagata Version,GB,2000,ROLEPLAYING,Imagineer
15894,Trigger Man,GC,2004,SHOOTER,Crave Entertainment
3990,FIFA 14,PSV,2013,SPORTS,Electronic Arts
5593,Dead or Alive 5,X360,2012,FIGHTING,Ubisoft Annecy
13897,R-Type Command (correct US sales),PSP,2007,STRATEGY,Rising Star Games
2974,Plants vs. Zombies: Garden Warfare,XONE,2014,SHOOTER,Electronic Arts
11582,Ultimate Party Challenge,WII,2009,MISC,Konami Digital Entertainment
14804,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,2007,SPORTS,Marvelous Interactive
13549,Advance Guardian Heroes,GBA,2004,ROLEPLAYING,Ubisoft
10686,Zero4 Champ RR-Z,SNES,1995,RACING,Media Rings
16425,Railfan,PS3,2006,SIMULATION,Ongakukan
7434,Rumble Racing,PS2,2001,RACING,Electronic Arts
15766,Divinity: Original Sin,PC,2014,ROLEPLAYING,Focus Home Interactive
2203,Cars,WII,2006,RACING,THQ
16537,Time Travelers,PSP,2012,ADVENTURE,Level 5
230,Tomb Raider,PS,1996,ACTION,Eidos Interactive
2415,Ghostbusters: The Video Game,PS3,2009,ACTION,Sony Computer Entertainment
7736,Nostalgia,DS,2008,ROLEPLAYING,Tecmo Koei
9309,World Championship Poker 2: Featuring Howard Lederer,PSP,2005,MISC,505 Games
11239,Cyberia,PS,1995,ACTION,Interplay
13865,Harukanaru Toki no Naka de 4: Aizouban,PSP,2010,ROLEPLAYING,Tecmo Koei
1531,Resident Evil Zero,GC,2002,ACTION,Capcom
10175,XXX,GBA,2002,ACTION,Activision
14649,Botanicula,PC,2012,ADVENTURE,Daedalic Entertainment
10032,Brain Quest: Grades 5 & 6,DS,2008,MISC,Electronic Arts
13306,Gaist Crusher,_3DS,2013,ACTION,Capcom
13818,Headhunter: Redemption,PS2,2004,ACTION,Sega
8256,Kekkaishi: Karasumori Ayakashi Kidan,DS,2007,ACTION,Namco Bandai Games
7363,Bratz: Girlz Really Rock,WII,2008,ACTION,THQ
1678,Ganbare Goemon! Karakuri Douchuu,NES,1986,PLATFORM,Konami Digital Entertainment
2272,Lost Odyssey,X360,2007,ROLEPLAYING,Microsoft Game Studios
6419,Ninja Gaiden Sigma,PSV,2012,ACTION,Tecmo Koei
2135,Fire Emblem,GBA,2003,STRATEGY,Nintendo
5506,Fight Night Round 3,XB,2006,FIGHTING,Electronic Arts
639,Ice Hockey,NES,1988,SPORTS,Nintendo
859,Resident Evil 6,X360,2012,SHOOTER,Capcom
6022,FIFA Soccer 13,_3DS,2012,ACTION,Electronic Arts
2311,Tiger Woods PGA Tour 12: The Masters,PS3,2011,SPORTS,Electronic Arts
15138,Freestyle Metal X,XB,2003,RACING,Midway Games
440,Halo: The Master Chief Collection,XONE,2014,SHOOTER,Microsoft Game Studios
14710,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011,ADVENTURE,Alchemist
13966,Bubble Bobble Double Shot,DS,2007,PUZZLE,Rising Star Games
5195,Press Your Luck 2010 Edition,WII,2009,MISC,Ubisoft
12685,Sumikko Gurashi: Mura o Tsukurundesu,_3DS,2016,MISC,Nippon Columbia
1361,Sonic Generations,X360,2011,PLATFORM,Sega
9577,Spartan: Total Warrior,XB,2005,ACTION,Sega
6781,LEGO Ninjago: Shadow of Ronin,PSV,2015,ACTION,Warner Bros. Interactive Entertainment
12170,Disney's Party,GBA,2003,MISC,Hudson Entertainment
981,50 Cent: Bulletproof,PS2,2005,ACTION,Vivendi Games
3211,Mobile Suit Z Gundam: AEUG vs. Titans,PS2,2003,FIGHTING,Namco Bandai Games
16094,Grooverider: Slot Car Thunder,XB,2003,RACING,Encore
15151,Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,2010,MISC,D3Publisher
543,Sonic and the Secret Rings,WII,2007,PLATFORM,Sega
9674,Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001,FIGHTING,Capcom
14965,Viva Pinata,PC,2007,SIMULATION,Microsoft Game Studios
940,Pinball,NES,1984,ACTION,Nintendo
2285,Glover,N64,1998,PLATFORM,Hasbro Interactive
3989,RPG Maker,PS,1997,ROLEPLAYING,ASCII Entertainment
7495,Power Rangers: Wild Force,GBA,2002,ACTION,THQ
9627,Baroque,PS2,2007,ROLEPLAYING,Rising Star Games
2156,Dragon Quest X,WII,2012,ROLEPLAYING,Square Enix
7716,Baldur's Gate: Dark Alliance,XB,2002,ROLEPLAYING,Virgin Interactive
11982,John Madden Football,SNES,1991,SPORTS,Imagineer
4544,Mobile Suit Gundam: Zeonic Front,PS2,2001,SIMULATION,Namco Bandai Games
9425,Star Wars: Lethal Alliance,PSP,2006,ACTION,Ubisoft
15947,Storm Lover 2nd V,PSV,2016,ADVENTURE,D3Publisher
5884,Tropico 5,PS4,2015,SIMULATION,Kalypso Media
10738,Blast Chamber,PS,1996,SHOOTER,Activision
8542,Puzzle Quest: Galactrix,DS,2009,PUZZLE,D3Publisher
2721,Kane & Lynch: Dead Men,PS3,2007,SHOOTER,Eidos Interactive
9734,M&M's Kart Racing,DS,2008,RACING,Zoo Digital Publishing
9096,Hitman: Blood Money,XB,2006,ACTION,Eidos Interactive
1367,Tomb Raider (2013),PS4,2014,ACTION,Square Enix
13780,Clannad,PS2,2006,ADVENTURE,Interchannel
6100,Battle & Get! Pokemon Typing DS,DS,2011,MISC,Nintendo
9399,Army Men: Green Rogue,PS2,2001,ACTION,3DO
16597,Men in Black II: Alien Escape,GC,2003,SHOOTER,Infogrames
2252,FIFA Street,X360,2012,SPORTS,Electronic Arts
8084,Pro Yaky? Spirits 2011,PS3,2011,SPORTS,Konami Digital Entertainment
14854,Monster Mayhem: Build and Battle,WII,2009,SIMULATION,Zushi Games
1007,Star Wars: Battlefront,XB,2004,SHOOTER,Activision
1904,Grand Theft Auto: Chinatown Wars,PSP,2009,ACTION,Take-Two Interactive
2839,Kouchuu Ouja Mushi King,GBA,2005,ACTION,Sega
1639,Game & Watch Gallery 3,GB,1999,MISC,Nintendo
7762,Danganronpa 2: Goodbye Despair,PSP,2012,MISC,Spike
14185,MX vs. ATV Supercross,PS3,2014,RACING,Nordic Games
268,Warcraft II: Tides of Darkness,PC,1995,STRATEGY,Activision
16075,Sousaku Alice to Oujisama!,_3DS,2015,SIMULATION,Happinet
8295,Shin Megami Tensei IV: Final,_3DS,2016,ROLEPLAYING,Deep Silver
10522,Uta no Prince-Sama: Music,PSP,2011,MISC,Broccoli
256,Kingdom Hearts II,PS2,2005,ROLEPLAYING,Square Enix
1398,Hannah Montana: Spotlight World Tour,WII,2007,ACTION,Disney Interactive Studios
10237,Frontier Gate,PSP,2011,ROLEPLAYING,Konami Digital Entertainment
3468,World Cup 98,N64,1998,SPORTS,Electronic Arts
15223,Geon Cube,WII,2009,PUZZLE,P2 Games
11938,Magi: The Labyrinth of Beginning,_3DS,2013,ROLEPLAYING,Namco Bandai Games
11021,Family GameShow,WII,2009,MISC,Zushi Games
14215,K-On! After School Live!! HD Ver.,PS3,2012,ACTION,Sega
7310,Ninja Gaiden: Dragon Sword,DS,2008,ACTION,Tecmo Koei
2502,Dragon Ball: Raging Blast 2,PS3,2010,FIGHTING,Namco Bandai Games
2648,UFC Personal Trainer: The Ultimate Fitness System,X360,2011,SPORTS,THQ
5072,WWE SmackDown vs. Raw 2011,PS2,2010,FIGHTING,THQ
15386,Samurai & Dragons,PSV,2012,ACTION,Sega
5036,Virtua Tennis 2009,WII,2009,SPORTS,Sega
15654,Airline Tycoon,PC,2000,SIMULATION,Interplay
961,Crazy Taxi,DC,2000,RACING,Sega
12019,Cut the Rope,_3DS,2014,PUZZLE,Activision
15038,Shanghai: True Valor,PS,1998,PUZZLE,Activision
14322,Monster High: New Ghoul in School,WII,2015,ACTION,Little Orbit
411,Destiny,XONE,2014,SHOOTER,Activision
2310,Resistance: Retribution,PSP,2009,SHOOTER,Sony Computer Entertainment
8559,Scarface: Money. Power. Respect.,PSP,2006,STRATEGY,Vivendi Games
1986,MySims Agents,WII,2009,ADVENTURE,Electronic Arts
14158,Clash of Elementalists,_3DS,2013,ACTION,Unknown
6067,Neopets Puzzle Adventure,DS,2008,PUZZLE,Capcom
12278,Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000,SIMULATION,Konami Digital Entertainment
8608,Scripps Spelling Bee,DS,2010,SIMULATION,THQ
2521,Tales of the Abyss,_3DS,2011,ROLEPLAYING,Namco Bandai Games
883,Dragon Ball Z: Budokai 3,PS2,2004,FIGHTING,Atari
4582,Guitar Hero: Smash Hits,X360,2009,MISC,Activision
5339,Lunar 2: Eternal Blue Complete,PS,1999,ROLEPLAYING,Kadokawa Shoten
4942,Blood Omen 2,PS2,2002,ACTION,Eidos Interactive
14169,Zoo Vet: Endangered Animals,DS,2008,SIMULATION,505 Games
10437,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2007,SIMULATION,Konami Digital Entertainment
5486,Rugby World Cup 2011,PS3,2011,SPORTS,505 Games
16384,Hoshigami: Ruining Blue Earth Remix,DS,2007,ROLEPLAYING,505 Games
14210,Detective Conan: Phantom Rhapsody,_3DS,2014,ACTION,Namco Bandai Games
1319,Batman: Arkham Knight,XONE,2015,ACTION,Warner Bros. Interactive Entertainment
12540,Worldwide Soccer,SAT,1994,SPORTS,Sega
15162,Warriors of the Lost Empire (JP sales),PSP,2007,ROLEPLAYING,Mercury Games
16346,Sekirei: Mirai Kara no Okurimono,PS2,2009,ADVENTURE,Alchemist
15059,Xia-Xia,DS,2012,PLATFORM,N/A
7415,WCW Nitro,N64,1998,FIGHTING,THQ
8940,F1 2011,PSV,2011,RACING,Codemasters
6417,InuYasha: Feudal Combat,PS2,2005,FIGHTING,Namco Bandai Games
6779,Mega Man X Collection,PS2,N/A,MISC,Unknown
14021,World Championship Pool 2004,XB,2003,SPORTS,Jaleco
14596,Saihai no Yukue,DS,2008,STRATEGY,Tecmo Koei
5252,Toriko: Gourmet Survival!,PSP,2011,ROLEPLAYING,Namco Bandai Games
12729,Lost Kingdoms II,GC,2003,ROLEPLAYING,Activision
14237,Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,DS,2009,ADVENTURE,Alchemist
14499,CIMA: The Enemy,GBA,2003,ROLEPLAYING,Marvelous Interactive
9371,Transformers: Devastation,XONE,2015,ACTION,Activision
13684,Sonic PC Collection,PC,2009,MISC,Sega
5974,Guardian Heroes,SAT,1995,ROLEPLAYING,Sega
2944,The LEGO Movie Videogame,_3DS,2014,ACTION,Warner Bros. Interactive Entertainment
7829,Allied General,PS,1996,STRATEGY,SSI
10948,Tak: The Great Juju Challenge,DS,2005,PLATFORM,THQ
477,Animal Crossing: Happy Home Designer,_3DS,2015,SIMULATION,Nintendo
6497,Final Fantasy Crystal Chronicles: Echoes of Time,WII,2009,ROLEPLAYING,Square Enix
12910,Animal Planet: Vet Collection,DS,2010,SIMULATION,Activision
3072,Rocksmith 2014,PC,2013,MISC,Ubisoft
9476,Drakengard 2,PS2,2005,ROLEPLAYING,Ubisoft
15326,Meikyuu Cross Blood: Reloaded,X360,2011,ACTION,Unknown
1110,Super Scope 6,SNES,1991,SHOOTER,Nintendo
15323,The Testament of Sherlock Holmes,X360,2012,ADVENTURE,Focus Home Interactive
15862,Transformers: Prime,WII,2012,ACTION,Activision
7031,What's Cooking? Jamie Oliver,DS,2008,SIMULATION,Atari
6017,Angry Birds Star Wars,X360,2013,STRATEGY,Activision
12247,Atelier Meruru: Alchemist of Arland 3,PSV,2013,ROLEPLAYING,Gust
11381,Derby Stallion 98,SNES,1998,SPORTS,ASCII Entertainment
1258,Red Faction II,PS2,2002,SHOOTER,THQ
3315,SimCity DS,DS,2007,SIMULATION,Electronic Arts
10271,The Scorpion King: Rise of the Akkadian,GC,2002,ACTION,Universal Interactive
14129,Tokyo Majin Gakuen: Kenfuuchou,DS,2008,ADVENTURE,Marvelous Interactive
439,Resident Evil 6,PS3,2012,SHOOTER,Capcom
6583,Armored Core: Master of Arena,PS,1999,SIMULATION,From Software
15552,Miyako,PSP,2010,ADVENTURE,Idea Factory
5907,John Deere: Harvest in the Heartland,DS,2007,SIMULATION,Ubisoft
1097,NCAA Football 2004,PS2,2003,SPORTS,Electronic Arts
4460,Army Men World War: Final Front,PS,2001,ACTION,3DO
9683,Worms 3D,PS2,2003,STRATEGY,Sega
10723,The Secret Saturdays: Beasts of the 5th Sun,WII,2009,ACTION,D3Publisher
10742,EyeToy: Operation Spy,PS2,2005,ACTION,Sony Computer Entertainment
7874,Saints Row IV,PC,2013,ACTION,Deep Silver
9617,Cabela's Dangerous Hunts 2011,DS,2010,SPORTS,Activision
2751,Tony Hawk's Underground 2,XB,2004,SPORTS,Activision
950,Secret of Mana,SNES,1993,ROLEPLAYING,SquareSoft
14424,Codename: Panzers Cold War,PC,2009,STRATEGY,Atari
1727,Medal of Honor: Warfighter,X360,2012,ACTION,Electronic Arts
5370,Monster Rancher 4,PS2,2003,SIMULATION,Tecmo Koei
4432,Plants vs. Zombies: Garden Warfare 2,XONE,2016,SHOOTER,Electronic Arts
5347,Just Dance 2016,PS4,2015,MISC,Ubisoft
13108,PAC-MAN and the Ghostly Adventures,WIIU,2013,PLATFORM,Namco Bandai Games
3043,The Fairly Odd Parents: Breakin Da Rules,PS2,2003,PLATFORM,THQ
15650,The Hustle: Detroit Streets,XB,2006,SPORTS,Activision
5367,Tenchu Z,X360,2006,ACTION,Microsoft Game Studios
6016,Medieval Moves: Deadmund's Quest,PS3,2011,ACTION,Sony Computer Entertainment
7288,Jackie Chan: Stuntmaster,PS,1999,ACTION,Sony Computer Entertainment
12992,Strawberry Shortcake: Strawberryland Games,DS,2006,ACTION,Game Factory
4534,Mischief Makers,N64,1997,PLATFORM,Nintendo
15389,TalkMan,PSP,2006,MISC,Sony Computer Entertainment
12508,Olympic Hockey 98,N64,1998,SPORTS,GT Interactive
8676,Arcade Zone,WII,2009,MISC,Activision
12693,Aquarium by DS,DS,2008,SIMULATION,Mercury Games
16483,Muv-Luv Alternative,PS3,2012,SIMULATION,5pb
11880,Stacked with Daniel Negreanu,PS2,2006,MISC,Myelin Media
943,Demon's Souls,PS3,2009,ROLEPLAYING,Namco Bandai Games
6319,Bridge,_2600,1980,MISC,Activision
3426,Barbie: Race & Ride,PS,1999,ACTION,Sony Computer Entertainment
15472,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015,ACTION,Namco Bandai Games
7315,Dark Summit,PS2,2001,SPORTS,THQ
5578,NBA 2K10,PSP,2009,SPORTS,Take-Two Interactive
5657,7 Wonders II,DS,2009,PUZZLE,Rondomedia
7012,Pitfall: The Big Adventure,WII,2008,ADVENTURE,Activision
9739,Summon Night 3,PSP,2012,ROLEPLAYING,Namco Bandai Games
11078,Action Man-Operation Extreme,PS,N/A,ACTION,N/A
9293,NBA Jam,XB,2003,SPORTS,Acclaim Entertainment
14624,Roadsters,PS,2000,RACING,Titus
6506,TouchMaster 3(Others sales),DS,2009,PUZZLE,Warner Bros. Interactive Entertainment
15668,Moe Star: Moeru Toudai Eigojuku,DS,2008,MISC,Mirai Shounen
5816,Disney's The Emperor's New Groove,PS,2000,PLATFORM,Sony Computer Entertainment
11565,Lost in Blue: Shipwrecked,WII,2008,ADVENTURE,Konami Digital Entertainment
9100,Pipe Mania,PS2,2008,PUZZLE,Empire Interactive
1087,Madden NFL 2001,PS,2000,SPORTS,Electronic Arts
2011,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007,SHOOTER,Ubisoft
8607,Blitz: The League,X360,2006,SPORTS,Midway Games
5125,Rec Room Games,WII,2009,SPORTS,Destineer
4599,Horsez,DS,2006,SIMULATION,Ubisoft
5790,SD Gundam G Generation: Overworld,PSP,2012,STRATEGY,Namco Bandai Games
1879,NFL 2K1,DC,2000,SPORTS,Sega
3972,LEGO The Hobbit,X360,2014,ACTION,Warner Bros. Interactive Entertainment
1540,Champions of Norrath,PS2,2004,ROLEPLAYING,Sony Online Entertainment
12920,Nobunaga's Ambition: Sphere of Influence,PSV,2014,STRATEGY,Tecmo Koei
74,Animal Crossing: New Leaf,_3DS,2012,SIMULATION,Nintendo
12829,Worms World Party,GBA,2002,STRATEGY,Ubisoft
9316,Red Orchestra 2: Heroes of Stalingrad,PC,2011,SHOOTER,Tripwire Interactive
10794,The Daring Game for Girls,WII,N/A,ADVENTURE,Unknown
14382,Medabots 9: Metabee / Rokusho,_3DS,2015,ROLEPLAYING,Rocket Company
2713,Kane & Lynch: Dead Men,X360,2007,SHOOTER,Eidos Interactive
9422,Nagano Winter Olympics '98,PS,1997,SPORTS,Konami Digital Entertainment
13008,Battleship / Connect Four / Sorry! / Trouble,DS,2006,PUZZLE,"Destination Software, Inc"
4144,World of Outlaws: Sprint Cars 2002,PS2,2002,RACING,Ignition Entertainment
5091,SAW,PS3,2009,ACTION,Konami Digital Entertainment
6589,ATV: Quad Power Racing,GBA,2002,RACING,Liquid Games
14297,Custom Beat Battle: Draglade 2,DS,2008,FIGHTING,Namco Bandai Games
15331,Aria: The Natural ~Tooi Yume no Mirage~,PS2,2006,ADVENTURE,Alchemist
15851,Joint Operations: Combined Arms,PC,2009,SHOOTER,NovaLogic
1932,Skylanders SWAP Force,PS3,2013,PLATFORM,Activision
1693,SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2002,PLATFORM,THQ
13409,Hero Bank 2,_3DS,2014,ROLEPLAYING,Sega
986,Kirby 64: The Crystal Shards,N64,2000,PLATFORM,Nintendo
9981,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,PS2,2007,MISC,D3Publisher
8485,Create,PS3,2010,ACTION,Electronic Arts
15754,Let's Yoga!,DS,2007,MISC,Konami Digital Entertainment
9287,World Soccer Winning Eleven 9 Bonus Pack,PS2,2006,SPORTS,Konami Digital Entertainment
2185,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,GBA,2003,MISC,Konami Digital Entertainment
591,Ratchet & Clank Future: Tools of Destruction,PS3,2007,PLATFORM,Sony Computer Entertainment
12400,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WIIU,2015,MISC,Namco Bandai Games
13885,Superstars V8 Racing,PS3,2009,RACING,Black Bean Games
5824,Ultimate Spider-Man,GBA,2005,ACTION,Activision
4140,Up,PS2,2009,ACTION,THQ
9839,Gungnir: Mayari no Gunshin to Eiyuu Sensou,PSP,2011,ROLEPLAYING,Atlus
15593,Starry ? Sky: After Summer,PSP,2013,MISC,Asgard
1389,Colin McRae Rally 3,PS2,2002,RACING,Codemasters
4399,Walt Disney World Quest: Magical Racing Tour,PS,2000,RACING,Eidos Interactive
9665,Calling,WII,2009,ADVENTURE,Konami Digital Entertainment
12709,Mayhem 3D,PS3,2011,RACING,Evolved Games
3365,NASCAR Heat 2002,PS2,2001,RACING,Infogrames
3809,Oni,PS2,2001,ACTION,Take-Two Interactive
7493,Jikkyou Powerful Pro Yakyuu 2012,PS3,2012,ACTION,Konami Digital Entertainment
10913,Alien Hominid,GC,2004,SHOOTER,O3 Entertainment
2412,Tomb Raider: Anniversary,WII,2007,ACTION,Eidos Interactive
13166,Hokuto no Ken,PS2,2007,FIGHTING,Sega
120,Uncharted 2: Among Thieves,PS3,2009,ACTION,Sony Computer Entertainment
6392,Ace Attorney 6,_3DS,2016,ADVENTURE,Capcom
14609,Detective Opera: Milky Holmes 2,PSP,2012,ADVENTURE,BushiRoad
10084,Mass Destruction,PS,1997,SHOOTER,BMG Interactive Entertainment
1853,Jungle Hunt,_2600,1982,PLATFORM,Atari
6075,BlazBlue: Chrono Phantasma,PS3,2013,FIGHTING,Arc System Works
698,Need for Speed Underground 2,XB,2004,RACING,Electronic Arts
781,PES 2009: Pro Evolution Soccer,PS3,2008,SPORTS,Konami Digital Entertainment
6266,Q-Ball: Billiards Master,PS2,2000,SPORTS,Take-Two Interactive
8809,GoldenEye 007 (2010),DS,2010,ACTION,Activision
10967,Atari Classics Evolved,PSP,2007,MISC,Atari
14418,Knights of Honor,PC,2004,STRATEGY,Sunflowers
2947,Disney Tangled,WII,2010,ACTION,Disney Interactive Studios
8704,Imagine: Music Fest,DS,2009,SIMULATION,Ubisoft
2642,God of War Saga,PS3,2012,ACTION,Sony Computer Entertainment
11006,Quiz Magic Academy DS: Futatsu no Jikuu Koku,DS,2010,MISC,Konami Digital Entertainment
2835,NBA Live 08,PS2,2007,SPORTS,Electronic Arts
6942,Dark Cavern,_2600,1981,SHOOTER,Mattel Interactive
14548,Kung Fu Panda: Showdown of Legendary Legends,X360,2015,ACTION,Little Orbit
14610,Turn It Around,DS,2006,ACTION,505 Games
5946,Fist of the North Star: Ken's Rage 2,PS3,2012,FIGHTING,Tecmo Koei
5517,DECA Sports Freedom,X360,2010,SPORTS,Hudson Soft
11687,Brothers in Arms: Furious 4,PS3,2012,SHOOTER,Ubisoft
1777,Donkey Konga,GC,2003,MISC,Nintendo
2598,Alien,_2600,1981,ACTION,20th Century Fox Video Games
12630,Emblem of Gundam,DS,2008,STRATEGY,Namco Bandai Games
2689,Formula 1,PS,1996,RACING,Psygnosis
14037,Obscure,XB,2004,ADVENTURE,MC2 Entertainment
2241,Cars,GC,2006,RACING,THQ
11939,The Wolf Among Us,PSV,2014,ADVENTURE,Telltale Games
1592,Injustice: Gods Among Us,PS3,2013,FIGHTING,Warner Bros. Interactive Entertainment
11900,The Testament of Sherlock Holmes,PC,2012,ADVENTURE,Focus Home Interactive
9574,Need for Speed: ProStreet,DS,2007,RACING,Electronic Arts
11576,Sherlock Holmes: Crimes & Punishments,PS3,2014,ADVENTURE,Focus Home Interactive
5461,Wipeout 2,WII,2011,MISC,Activision
10744,MotoGP 07,PS2,2007,RACING,Capcom
10964,Wild ARMs: Alter Code F,PS2,2003,ROLEPLAYING,Sony Computer Entertainment
13284,Diabolik Lovers,PSP,2012,ADVENTURE,Idea Factory
3983,Super Robot Taisen MX,PS2,2004,STRATEGY,Banpresto
5205,NBA 2K6,XB,2005,ACTION,Take-Two Interactive
5166,My Horse & Me,DS,2007,SPORTS,Atari
6122,The Warriors,XB,2005,ACTION,Take-Two Interactive
3107,Up,DS,2009,ACTION,THQ
14705,Star Trek: The Game,PC,2013,ACTION,Namco Bandai Games
6104,The Golden Compass,PS3,2007,ACTION,Sega
4601,NASCAR Thunder 2002,PS,2001,RACING,Electronic Arts
9164,Epidemic,PS,1995,SHOOTER,Sony Computer Entertainment
10895,Uta no Prince-Sama: Debut,PSP,2012,ADVENTURE,Broccoli
1624,Vigilante 8,PS,1998,RACING,Activision
15759,Turbo: Super Stunt Squad,WII,2013,SPORTS,D3Publisher
4297,Rayman Legends,X360,2013,PLATFORM,Ubisoft
4838,MLB 2006,PS2,2005,SPORTS,Sony Computer Entertainment
7629,Shining Hearts,PSP,2010,ROLEPLAYING,Sega
11742,Myst,PS,1995,ADVENTURE,Psygnosis
982,High School Musical: Sing It!,WII,2007,MISC,Disney Interactive Studios
1402,The Sims 2,PSP,2005,SIMULATION,Electronic Arts
10706,Universal Studios Theme Parks Adventure,GC,2001,MISC,Kemco
11202,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,2005,ADVENTURE,Disney Interactive Studios
4376,Band Hero,DS,2009,MISC,Activision
7437,Batman Begins,XB,2005,ACTION,Electronic Arts
10766,Ford Racing 3,DS,2005,RACING,Zoo Digital Publishing
11897,Guilty Gear Xrd -Revelator-,PS4,2016,FIGHTING,PQube
12802,Handball 16,PS4,2015,SPORTS,Bigben Interactive
2516,Killer Instinct Gold,N64,1996,FIGHTING,Nintendo
10231,Street Fighter Collection,SAT,1996,FIGHTING,Capcom
15618,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,_3DS,2012,ACTION,Irem Software Engineering
6623,NASCAR 09,X360,2008,RACING,Electronic Arts
10461,Universe at War: Earth Assault,X360,2008,ACTION,Sega
3835,Final Fantasy Chronicles,PS,2001,ROLEPLAYING,Square
10697,F1 2014,PC,2014,RACING,Codemasters
10737,MTX Mototrax,XB,2004,RACING,Activision
9558,Fuse (Insomniac),X360,2013,SHOOTER,Electronic Arts
5197,Cubix Robots for Everyone: Clash 'n' Bash,GBA,N/A,ACTION,Unknown
13015,Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,SHOOTER,Xseed Games
14055,Nobunaga's Ambition II,_3DS,2015,STRATEGY,Tecmo Koei
15026,Brothers in Arms: Hell's Highway,PC,2008,SHOOTER,Ubisoft
6747,Cradle of Rome,DS,2008,PUZZLE,Rising Star Games
15664,Disney Sports Football,GC,2002,SPORTS,Konami Digital Entertainment
15760,Hurry Up Hedgehog!,DS,2009,RACING,O-Games
4393,Worms: Open Warfare 2,PSP,2007,STRATEGY,THQ
9991,Sword Art Online: Hollow Fragment,PS4,2015,ROLEPLAYING,Namco Bandai Games
15454,UFO: Trilogy,PC,2007,STRATEGY,Unknown
4554,Disney Sing It,X360,2008,MISC,Disney Interactive Studios
5281,Momotarou Dentetsu 12,PS2,2003,MISC,Hudson Soft
3436,FIFA Soccer 10,DS,2009,SPORTS,Electronic Arts
11035,Cardfight!! Vanguard: Ride to Victory,_3DS,2013,MISC,FuRyu
2464,NCAA Football 11,PS3,2010,SPORTS,Electronic Arts
5074,The Legend of Spyro: A New Beginning,DS,2006,PLATFORM,Vivendi Games
1564,Jillian Michaels' Fitness Ultimatum 2009,WII,2008,SPORTS,Deep Silver
